Date,Open,High,Low,Close,PrevClose,Change,Pchange
9/13/2022,17.9375,17.9375,16.8575,17.47,17.9375,-0.47,-2.61
9/14/2022,17.47,18.565,17.26,18.2775,17.47,0.81,4.62
9/15/2022,18.2775,19.215,16.78,18.3925,18.2775,0.12,0.63
9/16/2022,18.3925,20.2425,18.3,19.8225,18.3925,1.43,7.77
9/19/2022,19.8225,21.205,16.4725,19.94,19.8225,0.12,0.59
9/20/2022,19.94,19.94,18.1125,18.7975,19.94,-1.14,-5.73
9/21/2022,18.7975,20.29,18.305,19.325,18.7975,0.53,2.81
9/22/2022,19.325,20.1375,17.4075,18.815,19.325,-0.51,-2.64
9/23/2022,18.815,20.8125,17.345,20.5925,18.815,1.78,9.45
9/26/2022,20.5925,22.8975,18.805,21.8925,20.5925,1.3,6.31
9/27/2022,21.8925,22.2925,20.7875,21.5675,21.8925,-0.33,-1.48
9/28/2022,21.5675,22.3625,21.49,22.095,21.5675,0.53,2.45
9/29/2022,22.095,22.2875,21.065,21.3025,22.095,-0.79,-3.59
9/30/2022,21.3025,21.9875,19.6975,19.9675,21.3025,-1.34,-6.27
10/3/2022,19.9675,21.68,19.9675,21.365,19.9675,1.4,7
10/4/2022,21.365,21.365,19.4475,19.57,21.365,-1.8,-8.4
10/6/2022,19.57,20.02,18.585,19.315,19.57,-0.26,-1.3
10/7/2022,19.315,19.725,18.6875,18.8125,19.315,-0.5,-2.6
10/10/2022,18.8125,20.34,18.8125,19.6225,18.8125,0.81,4.31
10/11/2022,19.6225,20.8175,19.09,20.49,19.6225,0.87,4.42
10/12/2022,20.49,20.885,19.885,20.175,20.49,-0.32,-1.54
10/13/2022,20.175,20.9425,18.4025,20.29,20.175,0.12,0.57
10/14/2022,20.29,20.63,18.075,18.2575,20.29,-2.03,-10.02
10/17/2022,18.2575,19.0775,18.2575,18.4175,18.2575,0.16,0.88
10/18/2022,18.4175,18.4175,16.575,17.4525,18.4175,-0.97,-5.24
10/19/2022,17.4525,17.555,16.2275,17.4875,17.4525,0.04,0.2
10/20/2022,17.4875,17.7625,15.5675,17.2325,17.4875,-0.26,-1.46
10/21/2022,17.2325,17.4275,16.585,17.28,17.2325,0.05,0.28
10/24/2022,17.28,17.6725,17.07,17.4225,17.28,0.14,0.82
10/25/2022,17.4225,17.6175,16.49,16.88,17.4225,-0.54,-3.11
10/27/2022,16.88,17.07,14.79,16.5975,16.88,-0.28,-1.67
10/28/2022,16.5975,17.0375,15.8475,15.9225,16.5975,-0.68,-4.07
10/31/2022,15.9225,16.63,15.07,15.8025,15.9225,-0.12,-0.75
11/3/2022,16.6625,16.7325,14.985,15.9425,16.6625,-0.72,-4.32
11/4/2022,15.9425,16.2075,15.4825,15.655,15.9425,-0.29,-1.8
11/7/2022,15.655,16.355,15.2775,15.585,15.655,-0.07,-0.45
11/9/2022,15.585,16.0675,15.0175,15.915,15.585,0.33,2.12
11/10/2022,15.915,16.2925,15.4925,15.5675,15.915,-0.35,-2.18
11/11/2022,15.5675,15.5675,14.2775,14.405,15.5675,-1.16,-7.47
11/14/2022,14.405,15.27,12.555,14.91,14.405,0.51,3.51
11/15/2022,14.91,15.015,13.8275,14.635,14.91,-0.28,-1.84
11/16/2022,14.635,15.5325,13.9275,15.1,14.635,0.47,3.18
11/17/2022,15.1,16.2625,13.09,14.8775,15.1,-0.22,-1.47
11/18/2022,14.8775,15.6925,13.86,14.39,14.8775,-0.49,-3.28
11/21/2022,14.39,15.5475,13.3625,14.7975,14.39,0.41,2.83
11/22/2022,14.7975,16.2725,13.32,13.8425,14.7975,-0.96,-6.45
11/23/2022,13.8425,14.3275,11.875,14.0425,13.8425,0.2,1.44
11/24/2022,14.0425,14.0425,12.9975,13.4775,14.0425,-0.57,-4.02
11/25/2022,13.4775,15.7725,12.7725,13.3325,13.4775,-0.15,-1.08
11/28/2022,13.3325,14.0575,12.41,13.565,13.3325,0.23,1.74
11/29/2022,13.565,14.62,12.4075,13.615,13.565,0.05,0.37
11/30/2022,13.615,14.05,12.7525,13.8075,13.615,0.19,1.41
12/1/2022,13.8075,14.23,12.985,13.36,13.8075,-0.45,-3.24
12/2/2022,13.36,14.0925,12.96,13.45,13.36,0.09,0.67
12/5/2022,13.45,14.4175,13.45,13.7325,13.45,0.28,2.1
12/6/2022,13.7325,14.2525,12.18,14.0425,13.7325,0.31,2.26
12/7/2022,14.0425,14.4625,13.795,14.0775,14.0425,0.04,0.25
12/8/2022,14.0775,14.89,13.26,13.3975,14.0775,-0.68,-4.83
12/9/2022,13.3975,13.9625,11.9125,13.4775,13.3975,0.08,0.6
12/12/2022,13.4775,14.15,12.5275,13.3175,13.4775,-0.16,-1.19
12/13/2022,13.3175,13.5775,11.4325,12.8825,13.3175,-0.44,-3.27
12/14/2022,12.8825,13.0825,11.5275,12.885,12.8825,0,0.02
12/15/2022,12.885,13.8825,12.5875,13.7325,12.885,0.85,6.58
12/16/2022,13.7325,14.22,12.4925,14.07,13.7325,0.34,2.46
12/19/2022,14.07,14.4875,13.5,13.5525,14.07,-0.52,-3.68
12/20/2022,13.5525,14.9225,13.04,13.78,13.5525,0.23,1.68
12/21/2022,13.78,16.01,12.4625,15.5625,13.78,1.78,12.94
12/22/2022,15.5625,16.3,14.44,15.1875,15.5625,-0.38,-2.41
12/23/2022,15.1875,16.48,14.4825,16.16,15.1875,0.97,6.4
12/26/2022,16.16,17.23,14.3075,15.9325,16.16,-0.23,-1.41
12/27/2022,15.9325,16.1325,14.925,15.29,15.9325,-0.64,-4.03
12/28/2022,15.29,15.6475,15.2725,15.395,15.29,0.11,0.69
12/29/2022,15.395,15.77,14.71,14.8125,15.395,-0.58,-3.78
12/30/2022,14.8125,15.115,14.2825,14.8675,14.8125,0.06,0.37
1/2/2023,14.8675,15.4525,14.5675,14.685,14.8675,-0.18,-1.23
1/3/2023,14.685,14.99,14.305,14.385,14.685,-0.3,-2.04
1/4/2023,14.385,15.6825,14.33,15.1975,14.385,0.81,5.65
1/5/2023,15.1975,15.6,14.8125,14.9825,15.1975,-0.22,-1.41
1/6/2023,14.9825,15.4375,14.6225,15.025,14.9825,0.04,0.28
1/9/2023,15.025,15.3775,14.53,14.6525,15.025,-0.37,-2.48
1/10/2023,14.6525,15.935,14.5625,15.51,14.6525,0.86,5.85
1/11/2023,15.51,16.225,15.115,15.435,15.51,-0.08,-0.48
1/12/2023,15.435,16.0425,14.4175,15.275,15.435,-0.16,-1.04
1/13/2023,15.275,15.6025,14.395,14.46,15.275,-0.82,-5.34
1/16/2023,14.46,15.3625,14.46,15.0225,14.46,0.56,3.89
1/17/2023,15.0225,15.31,13.84,14.59,15.0225,-0.43,-2.88
1/18/2023,14.59,14.75,12.4725,14.3725,14.59,-0.22,-1.49
1/19/2023,14.3725,14.8325,13.8925,13.96,14.3725,-0.41,-2.87
1/20/2023,13.96,14.185,11.6425,13.7875,13.96,-0.17,-1.24
1/23/2023,13.7875,14.26,13.48,13.6175,13.7875,-0.17,-1.23
1/24/2023,13.6175,13.81,13.3,13.6575,13.6175,0.04,0.29
1/25/2023,13.6575,15.4225,13.5175,14.655,13.6575,1,7.3
1/27/2023,14.655,18.0125,14.5825,17.32,14.655,2.67,18.18
1/30/2023,17.32,19.39,17.29,17.71,17.32,0.39,2.25
1/31/2023,17.71,18.3675,16.565,16.875,17.71,-0.84,-4.71
2/1/2023,16.875,18.54,14.8475,16.78,16.875,-0.1,-0.56
2/2/2023,16.78,17.7675,15.5075,15.7325,16.78,-1.05,-6.24
2/3/2023,15.7325,15.7575,14.27,14.3975,15.7325,-1.34,-8.49
2/6/2023,14.3975,15.205,14.185,14.6875,14.3975,0.29,2.01
2/7/2023,14.6875,14.875,13.665,14.125,14.6875,-0.56,-3.83
2/8/2023,14.125,14.2475,13.535,13.595,14.125,-0.53,-3.75
2/9/2023,13.595,13.815,12.0625,13.04,13.595,-0.56,-4.08
2/10/2023,13.04,13.2775,12.2075,12.745,13.04,-0.3,-2.26
2/13/2023,12.745,14.095,11.83,13.68,12.745,0.94,7.34
2/14/2023,13.68,13.68,12.4525,13.4525,13.68,-0.23,-1.66
2/15/2023,13.4525,13.4525,11.28,12.86,13.4525,-0.59,-4.4
2/16/2023,12.86,13.1625,10.1725,12.89,12.86,0.03,0.23
2/17/2023,12.89,13.52,10.8025,13.085,12.89,0.2,1.51
2/20/2023,13.085,13.7075,10.9225,13.3825,13.085,0.3,2.27
2/21/2023,13.3825,14.295,13.3825,14.0075,13.3825,0.63,4.67
2/22/2023,14.0075,15.915,12.3775,15.5875,14.0075,1.58,11.28
2/23/2023,15.5875,16.01,14.5175,15.075,15.5875,-0.51,-3.29
2/24/2023,15.075,15.1425,14.0075,14.185,15.075,-0.89,-5.9
2/27/2023,14.185,15.0975,13.75,13.875,14.185,-0.31,-2.19
2/28/2023,13.875,14.5675,13.5,14.02,13.875,0.15,1.05
3/1/2023,14.02,14.02,12.275,12.995,14.02,-1.03,-7.31
3/2/2023,12.995,13.55,11.1,12.97,12.995,-0.03,-0.19
3/3/2023,12.97,12.97,11.98,12.18,12.97,-0.79,-6.09
3/6/2023,12.18,12.4725,11.8375,12.2675,12.18,0.09,0.72
3/8/2023,12.2675,12.8475,11.8975,12.45,12.2675,0.18,1.49
3/9/2023,12.45,12.8425,11.78,12.725,12.45,0.28,2.21
3/10/2023,12.725,13.8175,12.725,13.4125,12.725,0.69,5.4
3/13/2023,13.4125,16.4275,13.4125,16.215,13.4125,2.8,20.89
3/14/2023,16.215,16.6425,15.0025,16.2175,16.215,0,0.02
3/15/2023,16.2175,16.505,14.5175,16.295,16.2175,0.08,0.48
3/16/2023,16.295,17.355,13.95,16.2175,16.295,-0.08,-0.48
3/17/2023,16.2175,16.2175,14.6,14.7675,16.2175,-1.45,-8.94
3/20/2023,14.7675,17.22,14.52,16.0075,14.7675,1.24,8.4
3/21/2023,16.0075,16.035,14.0825,15.0825,16.0075,-0.93,-5.78
3/22/2023,15.0825,15.0925,14.2425,14.8075,15.0825,-0.28,-1.82
3/23/2023,14.8075,15.0575,13.9025,14.49,14.8075,-0.32,-2.14
3/24/2023,14.49,15.43,14.2025,15.24,14.49,0.75,5.18
3/27/2023,15.24,16.0925,15.0975,15.445,15.24,0.21,1.35
3/28/2023,15.445,15.6075,14.865,15.1,15.445,-0.35,-2.23
3/29/2023,15.1,15.1,13.32,13.6275,15.1,-1.47,-9.75
3/31/2023,13.6275,13.6275,12.0725,12.935,13.6275,-0.69,-5.08
